Customer_ID,Signup_Date,Age,Gender,City,Customer_Segment,Orders,Avg_Order_Value,Last_Purchase_Date,Satisfaction_Score,Referral,Lifetime_Value
CUST0034,2024-06-09,29,Female,Mumbai,Regular,9,2091.22,2025-07-14,1.5,No,18820.98
CUST0035,2025-12-21,64,Other,Kolkata,New,5,1785.17,2027-08-13,2.3,Yes,8925.85
CUST0036,2024-11-26,57,Female,Hyderabad,New,2,4692.0,2025-07-08,2.9,No,9384.0
CUST0037,2024-11-28,53,Female,Pune,Regular,7,1975.78,2026-05-17,2.9,No,13830.46
CUST0038,2024-02-19,32,Male,Kolkata,Regular,9,2103.87,2024-09-30,2.9,Yes,18934.83
CUST0039,2025-06-06,45,Male,Bengaluru,Regular,7,753.94,2026-07-23,1.7,Yes,5277.58
CUST0040,2025-10-29,62,Male,Delhi,Regular,12,3434.62,2026-03-15,1.6,No,41215.44
CUST0041,2025-05-06,35,Female,Kolkata,Regular,6,1621.99,2026-09-04,2.0,No,9731.94
CUST0042,2025-08-04,19,Male,Pune,Regular,5,3031.62,2026-09-21,4.7,No,15158.1
CUST0043,2025-11-11,30,Male,Hyderabad,Regular,10,3058.92,2025-12-19,1.5,No,30589.2
CUST0044,2024-09-28,62,Female,Mumbai,Regular,5,3666.2,2025-09-10,4.0,No,18331.0
CUST0045,2025-08-02,32,Female,Delhi,Regular,3,3789.9,2026-08-07,4.0,No,11369.7
CUST0046,2024-09-08,37,Female,Chennai,Regular,6,2693.65,2026-04-09,4.2,No,16161.9
CUST0047,2025-07-13,46,Female,Pune,Regular,9,1822.21,2026-08-18,4.5,No,16399.89
CUST0048,2025-11-26,59,Male,Chennai,Regular,7,4227.89,2026-07-11,2.1,No,29595.23
CUST0049,2025-11-29,46,Female,Pune,Regular,8,1721.86,2027-07-05,1.9,Yes,13774.88
CUST0050,2024-03-30,20,Other,Pune,New,10,2660.67,2024-10-27,2.9,No,26606.7
CUST0051,2025-03-21,36,Female,Hyderabad,New,7,2155.95,2025-04-16,2.1,No,15091.65
CUST0052,2024-11-27,20,Male,Hyderabad,Regular,7,4311.62,2025-10-24,3.9,Yes,30181.34
CUST0053,2024-05-18,31,Female,Hyderabad,Regular,7,2301.61,2025-10-27,3.5,No,16111.27
CUST0054,2024-12-22,57,Female,Kolkata,Regular,10,2083.97,2026-07-24,4.5,No,20839.7
CUST0055,2025-08-23,21,Female,Bengaluru,New,5,3526.66,2026-07-23,1.3,No,17633.3
CUST0056,2024-09-30,28,Female,Pune,Regular,7,3111.6,2025-11-25,4.7,No,21781.2
CUST0057,2024-01-19,48,Male,Delhi,Premium,4,759.42,2024-12-11,2.2,Yes,3037.68
CUST0058,2024-11-06,60,Other,Chennai,New,15,2663.8,2025-02-05,3.0,No,39957.0
CUST0059,2024-06-02,49,Male,Hyderabad,Premium,4,3743.52,2025-09-28,2.8,No,14974.08
CUST0060,2025-01-24,44,Female,Kolkata,Premium,6,4962.36,2026-05-16,4.0,Yes,29774.16
CUST0061,2024-09-16,47,Female,Hyderabad,Regular,6,3238.45,2025-11-24,2.7,No,19430.7
CUST0062,2025-09-11,60,Female,Chennai,Regular,8,2008.89,2026-04-12,4.8,No,16071.12
CUST0063,2025-07-24,19,Male,Chennai,Premium,9,1324.22,2027-03-08,4.6,Yes,11917.98
CUST0064,2024-05-04,26,Male,Pune,Regular,5,4395.94,2025-06-04,4.5,No,21979.7
CUST0065,2024-12-19,45,Male,Hyderabad,New,9,4119.18,2025-04-05,1.3,No,37072.62
CUST0066,2024-09-29,48,Female,Chennai,Regular,11,1361.13,2025-09-18,4.4,No,14972.43
CUST0067,2025-09-10,51,Male,Bengaluru,Regular,14,1203.0,2026-04-15,4.1,No,16842.0
CUST0068,2024-09-01,32,Male,Bengaluru,Regular,11,3646.9,2026-02-06,1.4,No,40115.9
CUST0069,2025-03-25,65,Male,Hyderabad,New,6,1746.02,2026-12-30,1.4,No,10476.12
CUST0070,2024-09-03,42,Male,Kolkata,Regular,6,1705.39,2026-04-21,1.4,Yes,10232.34
CUST0071,2025-06-03,53,Male,Chennai,New,7,973.38,2025-11-25,1.0,No,6813.66
CUST0072,2024-05-20,25,Male,Pune,Premium,7,1503.88,2024-06-20,3.2,Yes,10527.16
CUST0073,2024-12-27,26,Female,Pune,New,6,2280.66,2025-06-08,4.9,No,13683.96
CUST0074,2024-01-08,54,Male,Kolkata,New,5,3730.98,2025-03-31,2.8,No,18654.9
CUST0075,2025-04-22,65,Female,Pune,Regular,6,1847.46,2026-02-20,3.2,No,11084.76
CUST0076,2024-12-17,62,Male,Mumbai,New,6,1810.87,2025-08-02,4.9,No,10865.22
CUST0077,2025-05-09,56,Female,Hyderabad,Regular,8,1603.34,2026-09-25,2.0,No,12826.72
CUST0078,2025-08-28,49,Male,Pune,Premium,9,2521.85,2026-04-24,4.4,Yes,22696.65
CUST0079,2025-03-02,34,Male,Bengaluru,Regular,4,1108.02,2025-03-31,3.2,No,4432.08
CUST0080,2024-02-08,52,Male,Chennai,New,8,2556.75,2025-08-23,3.3,No,20454.0
CUST0081,2025-08-15,54,Male,Delhi,New,5,3594.83,2026-01-19,2.4,No,17974.15
CUST0082,2024-07-05,36,Male,Kolkata,Regular,11,391.5,2024-10-30,3.2,No,4306.5
CUST0083,2025-08-18,61,Male,Delhi,Premium,3,296.45,2026-10-04,1.3,No,889.35
CUST0084,2025-08-22,46,Male,Pune,Regular,8,606.83,2027-04-19,4.1,No,4854.64
CUST0085,2024-04-02,24,Male,Delhi,Regular,9,2794.39,2025-08-07,2.1,No,25149.51
CUST0086,2024-03-26,45,Female,Delhi,New,7,4308.66,2025-04-06,4.6,No,30160.62
CUST0087,2024-02-13,26,Other,Mumbai,Premium,8,273.2,2025-04-11,2.5,No,2185.6
CUST0088,2024-05-16,45,Male,Bengaluru,Regular,5,4699.14,2025-03-30,1.6,No,23495.7
CUST0089,2025-02-24,23,Male,Kolkata,New,9,754.82,2025-07-17,3.8,Yes,6793.38
CUST0090,2024-03-14,46,Female,Bengaluru,New,7,4249.42,2024-12-31,1.7,No,29745.94
CUST0091,2025-07-01,34,Female,Mumbai,Premium,7,2543.56,2025-09-21,4.0,No,17804.92
CUST0092,2025-09-04,33,Male,Mumbai,New,5,3381.95,2027-01-07,4.9,No,16909.75
CUST0093,2025-05-26,40,Female,Delhi,New,6,2675.74,2026-05-22,4.1,No,16054.44
CUST0094,2024-06-04,48,Male,Hyderabad,Regular,9,2515.98,2025-12-25,1.1,Yes,22643.82
CUST0095,2024-09-11,20,Male,Chennai,New,9,4215.77,2025-08-12,3.4,No,37941.93
CUST0096,2024-06-19,38,Female,Chennai,New,3,3840.46,2025-09-14,3.8,No,11521.38
CUST0097,2025-12-28,43,Male,Delhi,Regular,6,2546.16,2026-04-16,4.3,No,15276.96
CUST0098,2024-06-18,53,Male,Chennai,Premium,9,780.27,2024-08-25,1.2,No,7022.43
CUST0099,2024-11-17,59,Male,Mumbai,Regular,10,798.16,2026-04-18,2.9,No,7981.6
CUST0100,2025-07-20,54,Male,Bengaluru,Premium,7,4057.31,2026-04-13,3.1,Yes,28401.17
CUST0101,2025-03-31,39,Female,Chennai,Regular,10,2764.61,2026-05-27,1.7,No,27646.1
CUST0102,2025-08-25,59,Male,Kolkata,Regular,6,2537.55,2026-11-29,2.3,No,15225.3
CUST0103,2025-09-04,29,Female,Delhi,Regular,4,3482.69,2025-11-17,2.8,Yes,13930.76
CUST0104,2024-06-03,59,Male,Hyderabad,Regular,4,4329.5,2026-01-28,4.3,No,17318.0
CUST0105,2024-12-14,30,Male,Delhi,Premium,9,3237.15,2025-05-26,4.7,No,29134.35
CUST0106,2025-03-26,28,Female,Pune,New,4,3873.53,2025-12-26,3.5,No,15494.12
CUST0107,2025-10-14,33,Male,Delhi,Regular,5,3885.03,2026-01-10,2.6,No,19425.15
CUST0108,2024-06-21,25,Male,Mumbai,Regular,8,1942.24,2025-05-11,2.0,No,15537.92
CUST0109,2024-01-10,57,Female,Bengaluru,New,5,1551.9,2025-08-01,4.9,No,7759.5
CUST0110,2024-09-21,57,Other,Bengaluru,New,10,4055.53,2025-06-05,4.9,No,40555.3
CUST0111,2025-03-13,62,Female,Kolkata,Regular,5,2041.6,2026-11-22,4.7,No,10208.0
CUST0112,2024-09-03,19,Female,Chennai,Premium,4,4540.85,2025-10-31,4.1,No,18163.4
CUST0113,2025-10-28,47,Male,Mumbai,Regular,7,581.03,2025-12-01,2.3,No,4067.21
CUST0114,2025-06-29,47,Male,Pune,New,6,526.53,2026-04-18,4.3,No,3159.18
CUST0115,2025-05-13,29,Male,Mumbai,New,6,4653.27,2026-08-14,2.6,No,27919.62
CUST0116,2024-05-08,27,Male,Delhi,Premium,6,3330.16,2025-03-14,2.3,No,19980.96
CUST0117,2025-11-02,61,Male,Mumbai,Regular,10,2053.1,2026-01-18,4.0,Yes,20531.0
CUST0118,2025-08-23,28,Male,Mumbai,New,7,3836.54,2025-09-08,1.3,No,26855.78
CUST0119,2025-08-27,32,Female,Kolkata,Regular,9,3443.55,2026-01-20,1.2,Yes,30991.95
CUST0120,2024-11-22,33,Female,Pune,New,6,2773.2,2025-05-14,2.8,No,16639.2
CUST0121,2025-02-07,34,Female,Delhi,Regular,9,719.65,2025-05-10,2.8,No,6476.85
CUST0122,2025-09-20,43,Female,Hyderabad,Premium,12,4107.85,2026-11-23,4.6,Yes,49294.2
CUST0123,2025-08-28,19,Male,Kolkata,Regular,3,4363.61,2025-11-18,1.5,No,13090.83
CUST0124,2025-11-05,29,Female,Hyderabad,Regular,4,1067.8,2026-07-09,1.5,Yes,4271.2
CUST0125,2025-09-02,43,Female,Kolkata,Regular,9,4289.93,2025-10-27,1.6,No,38609.37
CUST0126,2025-09-16,40,Female,Bengaluru,Regular,4,4419.77,2027-06-05,1.1,No,17679.08
CUST0127,2024-12-24,35,Male,Kolkata,Regular,4,2859.79,2025-09-21,1.3,No,11439.16
CUST0128,2025-08-25,49,Male,Chennai,New,5,3366.85,2026-02-26,3.6,No,16834.25
CUST0129,2025-12-18,55,Male,Mumbai,Regular,8,2065.63,2026-06-11,2.7,Yes,16525.04
CUST0130,2024-01-17,64,Male,Bengaluru,New,2,1588.51,2025-01-30,4.1,No,3177.02
CUST0131,2024-09-30,20,Male,Pune,Regular,7,3679.42,2024-12-02,5.0,Yes,25755.94
CUST0132,2025-11-15,55,Male,Hyderabad,Regular,11,4343.91,2027-01-17,3.6,No,47783.01
CUST0133,2024-04-25,20,Female,Kolkata,Premium,7,3356.87,2025-09-23,1.2,Yes,23498.09
CUST0134,2025-11-23,47,Male,Mumbai,New,10,2680.06,2026-11-08,1.4,No,26800.6
CUST0135,2024-03-31,18,Male,Pune,Regular,6,1004.89,2024-08-14,4.5,No,6029.34
CUST0136,2024-03-22,47,Male,Chennai,Regular,11,503.93,2025-05-14,3.1,No,5543.23
CUST0137,2024-11-19,62,Male,Pune,Regular,9,2367.04,2025-11-30,4.3,No,21303.36
CUST0138,2024-04-23,49,Male,Mumbai,New,3,484.41,2025-01-28,4.4,No,1453.23
CUST0139,2024-02-27,45,Male,Chennai,Regular,4,2954.34,2025-11-02,4.7,Yes,11817.36
CUST0140,2024-06-02,38,Male,Pune,Regular,4,2067.96,2025-06-25,4.8,Yes,8271.84
CUST0141,2025-02-07,63,Female,Chennai,New,5,3846.65,2025-04-30,3.2,No,19233.25
CUST0142,2025-09-19,30,Male,Kolkata,New,4,1701.83,2026-06-03,2.4,No,6807.32
CUST0143,2024-09-22,44,Male,Kolkata,Regular,7,3066.67,2024-11-13,4.8,No,21466.69
CUST0144,2024-11-10,53,Male,Mumbai,Regular,5,2804.0,2025-12-01,3.2,Yes,14020.0
CUST0145,2025-12-15,24,Male,Mumbai,New,9,272.38,2026-02-03,1.3,No,2451.42
CUST0146,2024-02-10,39,Female,Chennai,New,7,593.85,2024-08-07,3.6,Yes,4156.95
CUST0147,2024-04-14,27,Male,Delhi,New,7,1629.25,2024-11-21,3.4,No,11404.75
CUST0148,2024-07-11,56,Female,Bengaluru,Regular,4,4440.62,2025-11-25,4.6,No,17762.48
CUST0149,2025-02-04,32,Male,Pune,Regular,6,948.32,2025-03-24,3.6,Yes,5689.92
CUST0150,2024-10-04,32,Female,Pune,Regular,8,3626.75,2025-10-17,2.4,No,29014.0
CUST0151,2024-12-19,21,Male,Delhi,Premium,4,4873.49,2025-05-28,4.9,No,19493.96
CUST0152,2025-08-02,49,Female,Delhi,Regular,10,4005.2,2025-11-30,4.2,No,40052.0
CUST0153,2025-12-09,40,Male,Delhi,New,4,1403.99,2027-04-12,3.5,Yes,5615.96
CUST0154,2024-09-12,23,Female,Hyderabad,New,7,4564.73,2025-12-01,2.2,No,31953.11
CUST0155,2025-10-12,41,Male,Hyderabad,New,3,692.26,2025-12-07,2.5,No,2076.78
CUST0156,2025-10-22,37,Male,Chennai,Premium,9,2473.67,2027-05-29,3.7,No,22263.03
CUST0157,2024-04-08,54,Other,Hyderabad,Regular,3,4465.82,2025-04-18,1.3,No,13397.46
CUST0158,2025-08-10,37,Male,Kolkata,New,8,3296.01,2025-10-27,2.0,Yes,26368.08
CUST0159,2024-10-08,29,Male,Kolkata,Regular,9,2214.81,2025-08-12,3.9,Yes,19933.29
CUST0160,2025-02-06,50,Female,Mumbai,Regular,6,1640.86,2025-12-08,2.9,No,9845.16
CUST0161,2024-04-18,45,Female,Chennai,Regular,2,2031.72,2024-11-16,2.6,Yes,4063.44
CUST0162,2025-11-30,25,Female,Pune,New,8,2667.47,2026-02-08,1.6,No,21339.76
CUST0163,2024-07-17,18,Male,Bengaluru,Premium,6,1765.46,2025-06-05,2.8,No,10592.76
CUST0164,2024-10-29,54,Male,Mumbai,Regular,6,4852.6,2025-04-17,4.1,No,29115.6
CUST0165,2024-11-22,39,Female,Pune,New,6,4682.12,2025-10-28,2.1,No,28092.72
CUST0166,2024-06-02,23,Male,Pune,Premium,7,4385.69,2025-11-21,1.0,No,30699.83
CUST0167,2025-07-05,38,Male,Chennai,New,8,2253.69,2026-06-17,3.7,No,18029.52
CUST0168,2025-10-06,49,Male,Delhi,Premium,8,3533.68,2027-06-13,4.9,Yes,28269.44
CUST0169,2025-02-08,52,Female,Delhi,Premium,8,4538.44,2025-12-18,3.4,No,36307.52
CUST0170,2025-04-06,32,Female,Mumbai,Regular,10,4289.54,2026-08-31,1.5,No,42895.4
CUST0171,2024-05-11,22,Male,Delhi,Regular,7,2218.05,2025-04-23,2.3,No,15526.35
CUST0172,2024-03-24,63,Male,Pune,New,4,783.83,2025-10-04,4.5,No,3135.32
CUST0173,2025-02-02,65,Female,Delhi,Premium,10,609.24,2026-11-12,1.9,Yes,6092.4
CUST0174,2025-09-19,23,Male,Hyderabad,Regular,9,2991.05,2026-06-30,3.4,No,26919.45
CUST0175,2024-04-18,42,Male,Delhi,Regular,10,3302.48,2024-10-08,2.6,No,33024.8
CUST0176,2024-08-08,63,Male,Pune,Premium,4,4286.75,2025-11-03,1.8,No,17147.0
CUST0177,2025-07-06,57,Male,Chennai,Premium,10,1639.45,2026-05-30,4.3,No,16394.5
CUST0178,2025-01-02,46,Female,Mumbai,Regular,8,1045.48,2026-08-23,4.0,No,8363.84
CUST0179,2024-05-26,24,Female,Bengaluru,New,12,2050.28,2025-10-21,3.6,No,24603.36
CUST0180,2024-04-21,57,Male,Delhi,Premium,6,1929.48,2025-05-22,1.9,No,11576.88
CUST0181,2025-09-06,30,Female,Kolkata,Regular,13,879.23,2027-05-11,1.4,Yes,11429.99
CUST0182,2025-07-11,55,Female,Kolkata,Premium,7,3443.34,2026-11-26,3.3,No,24103.38
CUST0183,2025-05-08,35,Female,Pune,Regular,6,2666.29,2026-09-19,3.2,Yes,15997.74
CUST0184,2025-05-19,19,Female,Bengaluru,New,6,3675.33,2025-08-09,1.8,No,22051.98
CUST0185,2025-04-19,25,Female,Bengaluru,Regular,5,1925.28,2026-09-19,1.2,No,9626.4
CUST0186,2024-09-27,28,Female,Hyderabad,Regular,5,1797.09,2025-10-31,1.3,No,8985.45
CUST0187,2025-02-24,50,Female,Bengaluru,Regular,5,2494.74,2026-11-14,5.0,No,12473.7
CUST0188,2025-12-07,55,Female,Kolkata,New,10,4417.68,2026-10-07,4.1,Yes,44176.8
CUST0189,2025-01-01,65,Male,Chennai,Regular,1,441.34,2026-01-14,4.7,Yes,441.34
CUST0190,2024-10-06,44,Male,Pune,New,8,4072.96,2026-04-17,1.8,No,32583.68
CUST0191,2024-10-09,37,Male,Pune,Regular,7,2002.69,2026-05-09,4.8,No,14018.83
CUST0192,2024-02-09,29,Female,Delhi,Regular,7,4309.44,2024-08-23,1.6,No,30166.08
CUST0193,2024-07-07,60,Female,Delhi,New,8,4060.46,2025-10-04,3.0,No,32483.68
CUST0194,2024-06-12,48,Male,Delhi,New,4,1906.62,2026-01-12,4.3,Yes,7626.48
CUST0195,2025-06-19,44,Male,Kolkata,New,4,3545.91,2026-06-26,2.4,No,14183.64
CUST0196,2025-06-19,49,Male,Kolkata,Regular,5,1008.26,2025-10-29,2.7,No,5041.3
CUST0197,2024-01-04,27,Female,Kolkata,New,4,4507.34,2024-07-19,1.5,Yes,18029.36
CUST0198,2024-10-16,20,Male,Kolkata,New,6,2171.33,2025-12-19,1.5,No,13027.98
CUST0199,2025-03-08,62,Female,Kolkata,Premium,7,2414.22,2026-12-03,3.5,No,16899.54
CUST0200,2025-04-15,44,Female,Kolkata,Premium,8,3602.36,2026-01-01,3.7,No,28818.88
CUST0201,2024-06-29,52,Male,Chennai,Regular,3,4148.99,2026-03-19,4.1,Yes,12446.97
CUST0202,2024-09-04,48,Male,Kolkata,Premium,7,1372.63,2026-03-16,3.2,No,9608.41
CUST0203,2025-09-19,32,Female,Bengaluru,New,7,3391.41,2026-08-29,3.6,Yes,23739.87
CUST0204,2024-10-05,33,Female,Bengaluru,Regular,4,2111.99,2025-01-14,1.1,Yes,8447.96
CUST0205,2025-08-03,30,Male,Hyderabad,Regular,6,2001.34,2027-01-24,1.6,No,12008.04
CUST0206,2024-09-10,52,Female,Chennai,Regular,8,3527.62,2024-11-21,4.9,No,28220.96
CUST0207,2024-06-29,28,Female,Delhi,Regular,5,2089.12,2025-12-02,1.3,No,10445.6
CUST0208,2025-11-11,38,Female,Mumbai,Regular,6,1894.02,2026-04-08,3.7,No,11364.12
CUST0209,2025-05-23,28,Male,Kolkata,Regular,3,4220.47,2025-12-03,1.7,Yes,12661.41
CUST0210,2025-11-30,47,Female,Hyderabad,Regular,6,731.06,2026-07-02,3.9,No,4386.36
CUST0211,2025-07-19,65,Other,Mumbai,New,8,3460.49,2026-02-27,3.8,Yes,27683.92
CUST0212,2024-11-21,52,Male,Bengaluru,New,6,1431.45,2025-08-13,1.9,Yes,8588.7
CUST0213,2024-12-22,39,Other,Hyderabad,New,7,323.62,2025-05-15,2.1,No,2265.34
CUST0214,2025-10-11,55,Male,Hyderabad,New,9,1042.13,2027-05-16,3.6,No,9379.17
CUST0215,2025-11-10,48,Female,Pune,Regular,5,3131.64,2026-02-15,2.6,Yes,15658.2
CUST0216,2025-01-25,31,Female,Bengaluru,New,8,3618.35,2025-08-29,1.8,No,28946.8
CUST0217,2025-09-06,41,Female,Bengaluru,Premium,7,350.02,2026-01-22,3.9,Yes,2450.14
CUST0218,2024-03-25,49,Female,Chennai,New,5,423.02,2024-04-06,1.6,Yes,2115.1
CUST0219,2024-11-12,53,Male,Hyderabad,New,4,4537.08,2025-03-22,4.4,No,18148.32
CUST0220,2024-07-30,49,Female,Kolkata,Regular,9,598.2,2025-08-28,3.1,Yes,5383.8
CUST0221,2025-05-29,32,Female,Bengaluru,New,6,4497.37,2027-02-11,1.4,No,26984.22
CUST0222,2025-01-18,60,Female,Hyderabad,Regular,11,1333.79,2025-03-06,3.8,Yes,14671.69
CUST0223,2025-11-21,52,Male,Chennai,Regular,7,3765.08,2026-11-06,3.1,No,26355.56
CUST0224,2024-12-07,20,Female,Kolkata,New,5,1721.23,2025-01-06,2.2,Yes,8606.15
CUST0225,2024-02-07,33,Female,Chennai,New,9,4329.07,2024-10-15,2.7,Yes,38961.63
CUST0226,2025-05-25,22,Female,Pune,Regular,4,3577.16,2026-09-01,2.2,No,14308.64
CUST0227,2025-02-23,38,Male,Kolkata,New,8,2158.61,2026-11-15,2.1,No,17268.88
CUST0228,2024-06-17,27,Male,Hyderabad,New,6,612.44,2025-04-25,1.7,Yes,3674.64
CUST0229,2024-12-08,36,Female,Bengaluru,New,8,3730.33,2026-08-05,2.5,No,29842.64
CUST0230,2024-11-01,42,Female,Bengaluru,New,6,3180.2,2026-06-28,2.0,No,19081.2
CUST0231,2025-06-25,21,Female,Hyderabad,Regular,4,263.83,2025-09-11,3.7,No,1055.32
CUST0232,2025-12-02,46,Female,Hyderabad,Regular,6,294.74,2026-04-19,3.7,No,1768.44
CUST0233,2025-06-20,36,Male,Hyderabad,Regular,7,4091.77,2026-01-11,3.0,Yes,28642.39
CUST0234,2024-04-21,60,Male,Delhi,New,9,1482.15,2024-09-17,4.1,No,13339.35
CUST0235,2025-02-14,19,Female,Kolkata,New,2,3271.63,2026-05-13,4.4,No,6543.26
CUST0236,2024-07-24,27,Male,Bengaluru,Premium,10,2407.52,2025-05-12,3.3,No,24075.2
CUST0237,2024-07-03,60,Female,Kolkata,Regular,7,4351.29,2025-05-20,3.5,No,30459.03
CUST0238,2025-01-16,42,Male,Chennai,Premium,5,4605.57,2026-07-14,2.1,No,23027.85
CUST0239,2025-05-10,37,Male,Bengaluru,Regular,10,4984.84,2026-02-20,4.6,No,49848.4
CUST0240,2025-01-13,65,Female,Delhi,Regular,2,980.0,2025-03-24,1.1,No,1960.0
CUST0241,2024-02-16,36,Male,Hyderabad,Regular,6,4349.08,2025-01-09,2.4,No,26094.48
CUST0242,2025-07-04,40,Female,Pune,New,6,1513.6,2025-09-03,3.9,Yes,9081.6
CUST0243,2025-06-11,41,Female,Hyderabad,Regular,7,3056.38,2025-11-20,1.3,No,21394.66
CUST0244,2025-05-18,28,Female,Hyderabad,Regular,7,2652.42,2026-04-03,1.7,Yes,18566.94
CUST0245,2024-01-22,63,Female,Delhi,New,8,335.44,2025-07-28,3.4,No,2683.52
CUST0246,2024-07-31,51,Male,Kolkata,New,10,4680.66,2026-02-27,3.2,No,46806.6
CUST0247,2024-11-05,45,Male,Bengaluru,Regular,8,622.05,2025-12-08,4.0,No,4976.4
CUST0248,2025-10-22,22,Male,Hyderabad,Premium,6,3519.04,2027-05-02,4.3,No,21114.24
CUST0249,2024-09-28,22,Male,Bengaluru,Regular,6,3978.78,2026-06-21,1.5,Yes,23872.68
CUST0250,2025-07-24,38,Male,Mumbai,New,6,4027.62,2026-01-26,1.1,Yes,24165.72
CUST0251,2024-07-20,29,Female,Chennai,New,11,893.6,2025-07-26,3.8,No,9829.6
CUST0252,2024-02-01,21,Male,Kolkata,Regular,5,2375.96,2024-12-20,2.2,Yes,11879.8
CUST0253,2025-03-18,59,Female,Bengaluru,New,5,4189.79,2025-07-02,3.5,No,20948.95
CUST0254,2024-06-10,37,Male,Pune,Premium,5,1687.73,2025-01-18,1.6,No,8438.65
CUST0255,2024-09-10,55,Male,Chennai,New,7,2471.81,2025-02-03,2.9,No,17302.67
CUST0256,2025-06-04,42,Female,Pune,Regular,8,1545.77,2025-06-19,3.0,No,12366.16
CUST0257,2025-10-12,31,Male,Hyderabad,Regular,8,2451.87,2026-02-07,3.3,No,19614.96
CUST0258,2025-04-24,28,Male,Chennai,Regular,6,4467.23,2026-11-01,3.1,No,26803.38
CUST0259,2024-01-10,49,Male,Bengaluru,Regular,8,2411.84,2024-02-27,3.0,No,19294.72
CUST0260,2025-12-26,28,Female,Chennai,Regular,7,2890.58,2027-03-05,2.3,No,20234.06
CUST0261,2025-05-19,35,Female,Hyderabad,Premium,6,2168.89,2027-02-17,1.3,No,13013.34
CUST0262,2025-07-13,44,Female,Delhi,New,6,2435.56,2026-04-09,1.4,Yes,14613.36
CUST0263,2025-03-11,35,Female,Kolkata,Premium,5,322.08,2026-05-20,2.7,Yes,1610.4
CUST0264,2024-04-20,40,Female,Pune,New,6,1597.79,2024-07-25,2.4,No,9586.74
